Data;PEKAO
2012-10-24;153,5
2012-10-25;153,5
2012-10-26;153
2012-10-29;153,4
2012-10-30;153,8
2012-10-31;153,3
2012-11-02;154,7
2012-11-05;154,5
2012-11-06;154,5
2012-11-07;153,1
2012-11-08;153,9
2012-11-09;152,5
2012-11-12;152,8
2012-11-13;156
2012-11-14;155,1
2012-11-15;156
2012-11-16;156,5
2012-11-19;156
2012-11-20;155,6
2012-11-21;155,1
2012-11-22;154
2012-11-23;154,6
2012-11-26;154,5
2012-11-27;156,6
2012-11-28;156,2
2012-11-29;156,6
2012-11-30;157,7
2012-12-03;158,9
2012-12-04;162,3
2012-12-05;163,8
2012-12-06;164
2012-12-07;164
2012-12-10;163,5
2012-12-11;162,3
2012-12-12;163,5
2012-12-13;161
2012-12-14;162,2
2012-12-17;162,5
2012-12-18;162,6
2012-12-19;163,8
2012-12-20;168,3
2012-12-21;168
2012-12-27;170,3
2012-12-28;167,5
2013-01-02;169,5
2013-01-03;168,8
2013-01-04;167,9
2013-01-07;166,5
2013-01-08;164,1
2013-01-09;165,3
2013-01-10;166,6
2013-01-11;165,5
2013-01-14;170,5
2013-01-15;170,1
2013-01-16;168,1
2013-01-17;169,1
2013-01-18;170
2013-01-21;168,5
2013-01-22;168
2013-01-23;166,3
2013-01-24;167,5
2013-01-25;168,7
2013-01-28;167,7
2013-01-29;166,5
2013-01-30;155,8
2013-01-31;152,2
2013-02-01;154,5
2013-02-04;156
2013-02-05;159
2013-02-06;159,5
2013-02-07;159,5
2013-02-08;159,2
2013-02-11;159
2013-02-12;159,1
2013-02-13;159
2013-02-14;158,7
2013-02-15;159,9
2013-02-18;159,1
2013-02-19;158,8
2013-02-20;158,6
2013-02-21;159,8
2013-02-22;159,5
2013-02-25;163
2013-02-26;161
2013-02-27;161
2013-02-28;160,4
2013-03-01;159
2013-03-04;159,7
2013-03-05;162,6
2013-03-06;160
2013-03-07;159,1
2013-03-08;160,7
2013-03-11;160,1
2013-03-12;159
2013-03-13;159,3
2013-03-14;161
2013-03-15;164,2
2013-03-18;160,1
2013-03-19;158
2013-03-20;156,2
2013-03-21;157
2013-03-22;154
2013-03-25;155,5
2013-03-26;157,5
2013-03-27;157,1
2013-03-28;157
